company_id,name,industry,description,year_founded,employees,state,city,area,revenue,expenses,profit,growth
881,Graphicchlorine,Advertising & Marketing,Provides analytics-based online marketing services to the retail automotive industry using its own platform.,2003,67,MD,Derwood,"Washington, DC","$8,510,889","$6,103,413","$2,407,476",351%
882,Scullianpinwheel,Government Services,"Offers intelligence and operations support, linguistic and analytical services to the US Government.",2011,760,MD,Bethesda,"Washington, DC","$15,188,113","$3,623,069","$11,565,044",386%
883,Cranegreatest,Business Products & Services,"Leases point of sale, ATM, and point of service systems to vendors.",2011,5,WA,Vancouver,"Portland, OR","$7,127,742","$9,198,206","-$2,070,465",358%
884,Skillscurve,Logistics & Transportation,A third-party logistics company specializing in matching empty import containers with compatible export loads at selected ports.,2010,24,NC,Wilmington,"Wilmington, NC","$10,163,562","$5,931,251","$4,232,311",356%
885,Measuresflipping,Financial Services,Develops next-generation financial products for under-served consumers using a technology and analytics platform to bridge the gap between payday loans and credit cards.,2009,430,TX,Fort Worth,Dallas,"$9,730,457","$7,832,473","$1,897,984",454%
886,Greaseperform,Engineering,"Provides consulting and engineering services for the design of all HVAC, electrical, plumbing, sprinkler and life safety systems for commercial, industrial, retail, institutional, health care and residential facilities.",2013,42,IL,South Barrington,Chicago,"$10,763,212","$4,985,636","$5,777,576",306%
887,Ridglingshod,Health,"A biotechnology company that uses proprietary technology to stabilize and protect biological materials at room temperature without degradation. Its products are used by researchers in academia, pharmaceutical drug development and molecular diagnostics.",2011,23,CA,San Diego,San Diego,"$8,293,498","$6,165,133","$2,128,365",264%
888,Initialhorseman,Food & Beverage,"Develops, distributes and markets nutrition bars and other functional foods. Perfect Bar's signature product is its refrigerated nutrition bar which was the first of its kind in 2005.",2013,50,CA,San Diego,San Diego,"$5,673,115","$1,927,957","$3,745,158",383%
889,Linkedallianz,Health,"Develops and operates coordinated programs that guide patients through the health care process, lowering medical costs without shifting them to employees.",2011,332,OH,Columbus,"Columbus, OH","$6,300,572","$8,606,412","-$2,305,840",149%
890,Sculptorjelly,Health,"A specialty pharmaceutical consulting firm that offers clinical pharmacology, PK and populating PK consulting services to pharmaceutical and biotechnology companies.",2006,20,NC,Durham,"Durham, NC","$10,875,181","$3,868,631","$7,006,550",347%
891,Surroundoutrageous,IT Services,"An Oracle Platinum Partner that focuses on implementing niche services such as Oracle EBS, Hyperion and fusion middleware.",2012,150,PA,North Wales,Philadelphia,"$11,580,398","$2,324,622","$9,255,776",394%
892,Hallsshotgun,Food & Beverage,"Offers community bars that feature patios and American food. It recently expanded into Virginia to offer TRIO Grill, an American chophouse featuring a patio, outdoor cigar bar and piano bar.",2010,400,VA,Falls Church,"Washington, DC","$6,874,728","$442,275","$6,432,453",243%
893,Pricklemisfits,Manufacturing,"A Tier-One OEM supplier in the power sports industry, supplying thermoformed plastic parts for vehicles such as ATVs, motorcycles and snowmobiles. Core products include cab enclosures and components for UTVs.",2010,185,MN,Elk River,Minneapolis,"$8,987,881","$3,760,581","$5,227,299",496%
894,Testingear,Construction,"A residential construction and remodeling firm that provides customer building, remodeling and community restorations in middle Tennessee.",2012,10,TN,Nashville,Nashville,"$10,651,148","$4,539,151","$6,111,997",415%
895,Riddledinfant,IT Services,"An IT services company that provides placements, consulting and project management. It serves the BFSI, healthcare, hospitality, manufacturing, retail, technology, telecom, utilities, transportation and aerospace industries.",2010,50,NJ,South Plainfield,New York City,"$8,368,302","$4,054,153","$4,314,149",435%
896,Motorearth,Engineering,"Provides professional and technical services in engineering design & analysis, reliability engineering & analysis, information technology, logistics, process improvement and program management.",2005,185,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC","$9,751,833","$4,218,906","$5,532,928",483%
897,Supernovafishing,Software,"Designs and develops suites of custom mobile apps to support businesses in the logistics, manufacturing and financial sectors.",2012,45,IL,Lisle,Chicago,"$6,092,674","$2,125,780","$3,966,894",432%
898,Detritaldartford,Health,Builds Web-based services for connecting hospitals and health plans to patients and physicians.,2012,50,MA,Cambridge,Boston,"$8,873,078","$6,319,833","$2,553,246",488%
899,Statuesquelook,Software,"A software/hardware engineering service, connected device and outsourcing company helping business clients achieve high-level performance at low cost and reducing their time to market.",2001,26,TX,Dallas,Dallas,"$6,842,694","$1,551,580","$5,291,114",258%
900,Appliesoverrated,IT Services,"Delivers technology services to businesses ranging from small businesses to Fortune 1000 companies. Services include IT support outsourcing, data back-up and iPhone/Blackberry smart phone integration.",2013,15,FL,Boca Raton,Miami,"$12,506,421","$3,726,979","$8,779,442",418%
901,Bumhercules,Government Services,Helps government and corporations comply with the Americans with Disabilities Act. Assists clients in creating inclusion programs that help them hire and retain people with varying disabilities. Also provides high-quality remote and in-person American Sign Language Interpreting services and transcription services.,2010,55,MD,Rockville,"Washington, DC","$6,426,676","$6,910,968","-$484,292",344%
902,Cabinetswainson,Software,Specializes in designing and developing custom mobile applications for start-ups as well as established businesses.,2012,25,CO,Boulder,"Boulder, CO","$8,939,613","$2,611,768","$6,327,845",504%
903,Flaskssunny,Construction,"Builds projects in the tenant improvement, medical, institutional, retail/banking, industrial and technology fields.",2012,175,IL,Rolling Meadows,Chicago,"$8,589,862","$214,470","$8,375,392",522%
904,Canuvula,Advertising & Marketing,"Provides SEO services to its clients as well as providing step-by-step methodologies for visitors, including free and subscription interactive tools on a broad range of Internet marketing topics.",2012,38,CA,Moorpark,"Oxnard-Thousand Oaks-Ventura, CA","$12,663,541","$4,681,764","$7,981,776",484%
905,Glazetwang,IT Services,"An SAP consulting company that integrates technology, process and people to support public service entities such as educational institutions and non-profit organizations.",2014,50,TX,Haltom City,Dallas,"$9,864,586","$1,188,169","$8,676,417",270%
906,Blendplacid,Government Services,Provides aerospace and engineering services to Department of Defense agencies.,2014,326,AL,Huntsville,"Huntsville, AL","$10,581,245","$3,680,006","$6,901,239",560%
907,Busylivid,Consumer Products & Services,Sells a comprehensive selection of auto parts online to the import automotive community.,2014,28,IL,Morton Grove,Chicago,"$7,253,811","$3,373,542","$3,880,269",476%
908,Mesontrekking,Business Products & Services,"A print services provider that offers business cards, letterhead, statement processing and a market asset management system that streamlines budgets and order processing for marketing departments.",2011,20,AL,Birmingham,"Birmingham-Hoover, AL","$7,538,439","$5,334,742","$2,203,697",527%
909,Infectedduck,IT Services,Provides IT staffing and consulting services to companies ranging from Fortune 500 to emerging status.,2000,278,IL,Springfield,"Springfield, IL","$10,417,062","$4,118,312","$6,298,750",524%
910,Allowuntidy,Financial Services,"Provides personal, business and commercial banking services to its clients.",2014,640,FL,Weston,Miami,"$4,528,393","$2,309,345","$2,219,047",629%
911,Moleculecircle,Retail,"Designs and manufactures bulk cause-related products that are sold at low wholesale prices and intended to be used for fundraising or awareness campaigns. Represented causes include autism, anti-bullying and animal adoption.",2013,16,FL,Tampa,Tampa,"$11,094,661","$1,026,548","$10,068,113",397%
912,Fadalert,Software,"Develops and supports practice management software for dental offices. Its software product handles scheduling, insurance billing, patient billing, electronic health record, charting, imaging and electronic claims management.",2014,46,OR,Salem,"Salem, OR","$11,851,513","$4,057,418","$7,794,095",560%
913,Putmovement,Software,"An email service for small businesses to create, share and track email newsletters and promotions.",2013,40,NY,New York,New York City,"$11,002,468","$984,696","$10,017,772",369%
914,Portlyroomy,Financial Services,"Offers customer relationship management services and automated marketing tools for more than 10,000 mortgage originators across the United States.",2010,40,MO,St. Louis,"St. Louis, MO-IL","$7,707,035","$4,887,547","$2,819,488",520%
915,Clerkhusky,Business Products & Services,A regional provider of snow and ice management services that uses technology and new equipment to ensure client site safety during winter weather conditions.,2013,324,MA,Attleboro Falls,"Providence-New Bedford-Fall River, RI-MA","$4,477,734","$4,940,211","-$462,477",327%
916,Snobcarrot,Logistics & Transportation,Provides truck drivers and transportation-related staffing consulting services for clients and candidates.,2012,10,MA,Marlborough,Boston,"$12,164,116","$6,555,657","$5,608,458",425%
917,Restrainthomerun,Consumer Products & Services,Sells and recycles late model autos and parts.,2000,35,FL,Jacksonville,"Jacksonville, FL","$8,522,561","$5,647,178","$2,875,382",443%
